ProximityRank,Distance,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,Hospital_Latitude,Hospital_Longitude,Zip Code,City_Latitude,City_Longitude,city,state_id
1,9.691028825,161355,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138,41.3116418,-93.1096492,50225,41.3823,-93.27103,Pleasantville,IA
1,11.962802747,161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.6837137,-94.493477040,50048,41.51167,-94.51936,Casey,IA
1,8.550220346,161312,GUTTENBERG MUNICIPAL HOSPITAL,200 MAIN STREET,GUTTENBERG,IA,52052,42.7858269,-91.099539505,52049,42.8823,-91.20521,Garnavillo,IA
1,7.932966906,161337,VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET,KEOSAUQUA,IA,52565,40.7365428,-91.9582391,52573,40.62378,-91.92979,Mount Sterling,IA
1,5.952396628,161311,HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,HAWARDEN,IA,51023,42.998103694,-96.479930082,51011,42.91562,-96.51388,Chatsworth,IA
1,0.270007933,160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,41.54261735,-90.556167286,52803,41.53871,-90.55623,Davenport,IA
1,5.194260219,161339,WAVERLY HEALTH CENTER,312  9TH STREET SW,WAVERLY,IA,50677,42.72302955,-92.482181312,50647,42.64787,-92.48026,Janesville,IA
1,14.711488967,160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.74253135,-92.734403866,52339,41.92313,-92.58307,Tama,IA
1,10.354299577,160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,41.74253135,-92.734403866,50106,41.88213,-92.80749,Gilman,IA
1,1.758562456,161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.1010605,-91.261917061,52205,42.11754,-91.28806,Anamosa,IA
1,15.452370097,161359,BURGESS HEALTH CENTER,1600 DIAMOND STREET,ONAWA,IA,51040,42.0260445,-96.1058711,51026,42.24857,-96.07592,Hornick,IA
1,5.671210122,160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,52501,41.0301274,-92.3894496,52530,40.98953,-92.29492,Agency,IA
1,9.269785252,161353,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.0564649,-94.225582259,50560,42.95581,-94.1043,Lu Verne,IA
1,12.430638212,161333,STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA,50201,42.00459755,-93.436658048,50278,42.1528,-93.29926,Zearing,IA
1,13.563663977,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.4923488,-94.1939909,50586,42.40472,-94.43204,Somers,IA
1,5.040104435,160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,41.6161753,-93.6412114,50322,41.63383,-93.73589,Urbandale,IA
1,15.168719870,161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.3226677,-92.2063852,50104,41.49458,-92.38841,Gibson,IA
1,7.301279134,160067,MERCYONE WATERLOO MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,50702,42.4601458,-92.3455769,50634,42.4181,-92.21422,Gilbertville,IA
1,10.067308417,161345,OSCEOLA COMMUNITY HOSPITAL,600 9TH AVENUE NORTH,SIBLEY,IA,51249,43.4100584,-95.744051244,51354,43.41267,-95.54352,Ocheyedan,IA
1,11.972786560,161342,MONROE COUNTY HOSPITAL,6580 165TH STREET,ALBIA,IA,52531,41.043648,-92.797105,50044,41.20247,-92.88907,Bussey,IA
1,8.933840358,160153,MERCYONE SIOUXLAND MEDICAL CENTER,801 5TH ST,SIOUX CITY,IA,51101,42.49715485,-96.400614708,51054,42.37832,-96.33159,Sergeant Bluff,IA
1,13.611940023,161323,MITCHELL COUNTY REGIONAL HEALTH,616 NORTH EIGHTH STREET,OSAGE,IA,50461,43.28941835,-92.808528372,50426,43.41507,-93.01718,Carpenter,IA
1,9.004829904,161379,MAHASKA  HEALTH PARTNERSHIP,1229 C AVENUE EAST,OSKALOOSA,IA,52577,41.3005019,-92.629684157,52586,41.34573,-92.46694,Rose Hill,IA
1,9.102667028,161333,STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA,50201,42.00459755,-93.436658048,50046,41.88974,-93.5234,Cambridge,IA
1,9.172727481,161331,MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,NEW HAMPTON,IA,50659,43.06310855,-92.321655326,50630,42.95651,-92.21346,Fredericksburg,IA
1,10.987681150,161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.3226677,-92.2063852,52563,41.17295,-92.27765,Hedrick,IA
1,9.877293382,161334,HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 NORTH 15TH STREET,HUMBOLDT,IA,50548,42.732774,-94.232441459,50558,42.86717,-94.16607,Livermore,IA
1,11.937029494,161316,GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS,112 JEFFERSON STREET,WEST UNION,IA,52175,42.96831935,-91.809446690,52133,43.10702,-91.66854,Castalia,IA
1,1.722504009,161304,CHI HEALTH - MERCY CORNING,603 ROSARY DRIVE,CORNING,IA,50841,40.98913575,-94.74874785,50841,41.01147,-94.76342,Corning,IA
1,9.560498452,161339,WAVERLY HEALTH CENTER,312  9TH STREET SW,WAVERLY,IA,50677,42.72302955,-92.482181312,50666,42.85995,-92.50933,Plainfield,IA
1,8.115402694,161315,KEOKUK COUNTY HEALTH CENTER,23019 HIGHWAY 149,SIGOURNEY,IA,52591,41.3226677,-92.2063852,52550,41.31635,-92.36254,Delta,IA
1,8.231381313,161349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,42.1737105,-92.012513736,52229,42.14609,-92.16884,Garrison,IA
1,11.264218413,161372,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,42.0560628,-93.877247960,50156,41.90349,-93.80001,Madrid,IA
1,10.602544192,161350,STEWART MEMORIAL COMMUNITY HOSPITAL,1301 WEST MAIN STREET,LAKE CITY,IA,51449,42.2657934,-94.749440366,50579,42.39356,-94.6345,Rockwell City,IA
1,10.784084995,161353,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.0564649,-94.225582259,50519,42.90314,-94.26542,Bode,IA
1,9.218082282,161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442,42.02404595,-95.378377477,51528,41.92724,-95.50185,Dow City,IA
1,14.617875802,160032,MERCYONE NEWTON MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,41.702482,-93.052114939,50234,41.89165,-93.17916,Rhodes,IA
1,6.078249406,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,IA,50849,41.30368335,-94.451671061,50846,41.31081,-94.56839,Fontanelle,IA
1,10.005049491,161314,GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,GUTHRIE CENTER,IA,50115,41.6837137,-94.493477040,50277,41.77867,-94.347,Yale,IA
1,9.423306452,160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,51360,43.417237,-95.126208,51347,43.42547,-95.31363,Lake Park,IA
1,12.631407805,161319,MERCYONE ELKADER MEDICAL CENTER,901 DAVIDSON STREET NW,ELKADER,IA,52043,42.8599754,-91.4157468,52042,42.68098,-91.36517,Edgewood,IA
1,11.015560546,161333,STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA,50201,42.00459755,-93.436658048,50161,41.84764,-93.39914,Maxwell,IA
1,7.347683838,161349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,42.1737105,-92.012513736,52313,42.25955,-92.09726,Mount Auburn,IA
1,5.437974929,161338,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,42.6752704,-91.902064604,50671,42.6523,-91.7997,Stanley,IA
1,7.726911044,161357,PALO ALTO COUNTY HOSPITAL,3201 1ST STREET,EMMETSBURG,IA,50536,43.12054485,-94.691751805,50528,43.13717,-94.54023,Cylinder,IA
1,18.284494712,161313,GENESIS MEDICAL CENTER-DEWITT,1118 11TH STREET,DEWITT,IA,52742,41.826030252,-90.546591214,52765,41.72182,-90.87274,New Liberty,IA
1,1.635744735,160040,"SARTORI MEMORIAL HOSPITAL, INC",515 COLLEGE STREET,CEDAR FALLS,IA,50613,42.53351955,-92.458564231,50613,42.53358,-92.49069,Cedar Falls,IA
1,7.309708752,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.433859551,-91.052421843,52749,41.34608,-91.13112,Fruitland,IA
1,13.495882347,161354,HORN MEMORIAL HOSPITAL,701 E 2ND ST,IDA GROVE,IA,51445,42.33844735,-95.459967292,51018,42.44884,-95.67814,Cushing,IA
1,16.557294646,161355,KNOXVILLE HOSPITAL & CLINICS,1002 SOUTH LINCOLN STREET,KNOXVILLE,IA,50138,41.3116418,-93.1096492,50166,41.28289,-93.42629,Milo,IA
1,10.207423815,161362,CHEROKEE REGIONAL MEDICAL CENTER,300 SIOUX VALLEY DRIVE,CHEROKEE,IA,51012,42.7595764,-95.547984875,51049,42.63005,-95.64463,Quimby,IA
1,16.314707753,161306,JONES REGIONAL MEDICAL CENTER,1795 HIGHWAY 64 EAST,ANAMOSA,IA,52205,42.1010605,-91.261917061,52337,41.88217,-91.14282,Stanwood,IA
1,11.102641196,161358,WAYNE COUNTY HOSPITAL,417 SOUTH EAST STREET,CORYDON,IA,50060,40.754632327,-93.312222653,52590,40.6654,-93.13594,Seymour,IA
1,6.977718677,161336,HEGG MEMORIAL HEALTH CENTER,1202 21ST AVENUE,ROCK VALLEY,IA,51247,43.2024225,-96.283754791,51239,43.20238,-96.14522,Hull,IA
1,12.319038909,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,41.433859551,-91.052421843,52720,41.59064,-91.16578,Atalissa,IA
1,12.544558829,161347,FLOYD COUNTY MEDICAL CENTER,800 11TH ST,CHARLES CITY,IA,50616,43.05175555,-92.683718100,50636,42.89439,-92.80745,Greene,IA
1,9.513430391,161371,WINNMED,901 MONTGOMERY STREET,DECORAH,IA,52101,43.29489515,-91.773655861,52132,43.2067,-91.91881,Calmar,IA
1,3.312313387,160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,40.8080834,-91.1760322,52655,40.84768,-91.21174,West Burlington,IA
1,12.419437822,161322,DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA,50220,41.8333767,-94.093249069,50063,41.69669,-93.93677,Dallas Center,IA
1,14.773813456,161326,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,41.3279642,-94.017079250,50241,41.30771,-93.73368,Saint Marys,IA
1,11.419560863,161317,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.8024715,-92.073073182,52208,41.88568,-92.26475,Belle Plaine,IA
1,10.650467099,161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,41.2892862,-91.687926689,52654,41.13581,-91.66898,Wayland,IA
1,9.609818688,161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,43.0982054,-93.808188484,50438,43.11018,-93.61841,Garner,IA
1,11.676751567,160001,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.048881,-92.9122672,50162,41.92563,-93.06781,Melbourne,IA
1,8.902672229,161318,VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,WAUKON,IA,52172,43.2683376,-91.473228705,52170,43.22886,-91.30485,Waterville,IA
1,14.527069728,160082,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,1200 PLEASANT STREET,DES MOINES,IA,50309,41.589827,-93.634773250,50038,41.52186,-93.90064,Booneville,IA
1,13.105851103,160001,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,IA,50158,42.048881,-92.9122672,50051,42.13875,-93.13736,Clemons,IA
1,13.406661655,161361,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,42.45285045,-93.812247758,50249,42.26991,-93.89973,Stratford,IA
1,6.499003335,161317,COMPASS MEMORIAL HEALTHCARE,300 W MAY ST,MARENGO,IA,52301,41.8024715,-92.073073182,52220,41.72661,-91.99853,Conroy,IA
1,9.240001146,161303,GRUNDY COUNTY MEMORIAL HOSPITAL,201 EAST J AVENUE,GRUNDY CENTER,IA,50638,42.358821,-92.761943,50624,42.46874,-92.65879,Dike,IA
1,15.868137298,161348,CLARKE COUNTY HOSPITAL,800 S FILLMORE ST,OSCEOLA,IA,50213,41.02607865,-93.768529632,50254,40.99045,-94.06917,Thayer,IA
1,12.288103449,161301,IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,BELMOND,IA,50421,42.84521585,-93.612538892,50479,42.94121,-93.4082,Thornton,IA
1,7.711377103,161301,IOWA SPECIALTY HOSPITAL - BELMOND,403 FIRST STREET SE,BELMOND,IA,50421,42.84521585,-93.612538892,50457,42.91418,-93.4928,Meservey,IA
1,6.793255563,161364,JEFFERSON COUNTY HEALTH CENTER,2000 S MAIN,FAIRFIELD,IA,52556,40.985627,-91.963352,52567,40.93174,-92.07224,Libertyville,IA
1,12.328515521,161318,VETERANS MEMORIAL HOSPITAL,40 1ST STREET SE,WAUKON,IA,52172,43.2683376,-91.473228705,52140,43.44173,-91.53108,Dorchester,IA
1,11.514039526,161311,HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,HAWARDEN,IA,51023,42.998103694,-96.479930082,51001,42.83854,-96.54551,Akron,IA
1,17.027118905,161372,BOONE COUNTY HOSPITAL,1015 UNION STREET,BOONE,IA,50036,42.0560628,-93.877247960,50530,42.27021,-94.04173,Dayton,IA
1,9.288908989,161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,909 WEST FIRST STREET,SUMNER,IA,50674,42.84643045,-92.110014048,50676,42.7943,-92.27895,Tripoli,IA
1,11.283021795,161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442,42.02404595,-95.378377477,51439,42.08298,-95.58347,Charter Oak,IA
1,2.999088588,161346,SIOUX CENTER HEALTH,1101 9TH STREET SE,SIOUX CENTER,IA,51250,43.0672197,-96.157735063,51250,43.08437,-96.21232,Sioux Center,IA
1,10.249015514,161368,FLOYD VALLEY HEALTHCARE,714 LINCOLN ST NE,LE MARS,IA,51031,42.79605755,-96.155606896,51038,42.7056,-96.31569,Merrill,IA
1,27.410647233,161353,KOSSUTH REGIONAL HEALTH CENTER,1515 SOUTH PHILLIPS STREET,ALGONA,IA,50511,43.0564649,-94.225582259,50556,43.45276,-94.20114,Ledyard,IA
1,10.996237888,161378,MERCYONE DYERSVILLE MEDICAL CENTER,1111 3RD STREET SW,DYERSVILLE,IA,52040,42.4755156,-91.131206102,52237,42.34368,-91.25193,Hopkinton,IA
1,12.163544643,160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,42.4923488,-94.1939909,50557,42.35544,-94.04409,Lehigh,IA
1,8.953818884,161322,DALLAS COUNTY HOSPITAL,610 TENTH STREET,PERRY,IA,50220,41.8333767,-94.093249069,50276,41.85997,-93.923,Woodward,IA
1,7.550995395,161377,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,IA,52544,40.7344306,-92.8742102,52593,40.77363,-92.73955,Udell,IA
1,9.792493329,161305,POCAHONTAS COMMUNITY HOSPITAL,606 N W 7TH STREET,POCAHONTAS,IA,50574,42.741005,-94.677822,50573,42.8768,-94.62255,Plover,IA
1,14.783522259,161326,MADISON COUNTY HEALTH CARE SYSTEM,300 WEST HUTCHINGS STREET,WINTERSET,IA,50273,41.3279642,-94.017079250,50160,41.37385,-93.7387,Martensdale,IA
1,9.580567421,161307,HANCOCK COUNTY HEALTH SYSTEM,532 1ST ST NW,BRITT,IA,50423,43.0982054,-93.808188484,50483,43.11174,-93.99719,Wesley,IA
1,10.271174999,161369,CRAWFORD COUNTY MEMORIAL HOSPITAL,100 MEDICAL PARKWAY,DENISON,IA,51442,42.02404595,-95.378377477,51465,42.08964,-95.19872,Vail,IA
1,7.767696879,161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,400 EAST POLK STREET,WASHINGTON,IA,52353,41.2892862,-91.687926689,52359,41.35428,-91.81006,West Chester,IA
